Date,Location,Zip Code,High Temperature,Low Temperature,Precipitation,Snowfall,Snow Depth
10/6/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,60,48,0.44,0,0
10/7/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,67,54,0.17,0,0
10/8/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,72,50,0,0,0
10/9/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,57,40,0,0,0
10/10/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,52,34,0,0,0
10/11/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,56,38,0,0,0
10/12/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,64,53,0,0,0
10/13/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,61,45,0,0,0
10/14/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,59,44,0.53,0,0
10/15/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,53,41,0.03,0,0
10/16/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,66,39,0,0,0
10/17/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,73,47,0,0,0
10/18/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,73,48,0,0,0
10/19/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,74,43,0,0,0
10/20/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,78,53,0,0,0
10/21/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,69,52,0.45,0,0
10/22/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,64,48,0,0,0
10/23/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,61,43,0,0,0
10/24/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,51,40,0,0,0
10/25/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,58,38,0,0,0
10/26/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,58,35,0,0,0
10/27/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,36,32,0.25,0.1,0
10/28/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,34,29,0,0,0
10/29/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,44,29,0.03,0,0
10/30/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,31,0,0,0
10/31/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,27,0,0,0
11/1/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,37,26,0.05,0,0
11/2/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,34,0,0,0
11/3/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,27,0.05,0.5,0
11/4/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,34,0.02,0,0
11/5/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,25,0.07,0,0
11/6/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,33,22,0,0,0
11/7/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,36,28,0,0,0
11/8/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,26,0,0,0
11/9/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,12,0,0,0
11/10/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,26,11,0.03,0.1,0
11/11/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,44,24,0,0,0
11/12/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,36,24,0,0,0
11/13/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,46,25,0,0,0
11/14/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,45,39,0.08,0,0
11/15/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,46,27,0,0,0
11/16/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,34,27,0,0,0
11/17/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,39,34,0.09,0,0
11/18/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,37,21,0,0,0
11/19/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,18,0,0,0
11/20/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,48,28,0,0,0
11/21/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,18,0,0,0
11/22/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,33,15,0,0,0
11/23/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,49,23,0,0,0
11/24/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,60,40,0,0,0
11/25/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,29,0,0,0
11/26/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,51,24,0,0,0
11/27/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,60,32,0,0,0
11/28/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,53,33,0,0,0
11/29/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,46,25,0,0,0
11/30/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,48,31,0,0,0
12/1/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,51,28,0,0,0
12/2/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,47,30,0,0,0
12/3/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,50,29,0,0,0
12/4/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,57,27,0.37,2.1,0
12/5/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,16,0.01,0.1,2
12/6/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,20,16,0.01,0.2,2
12/7/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,21,7,0,0,2
12/8/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,19,0,0,2
12/9/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,29,19,0,0,2
12/10/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,29,20,0,0,2
12/11/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,15,0.18,0.9,2
12/12/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,6,0,0,2
12/13/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,17,0.01,0.3,2
12/14/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,24,15,0,0,2
12/15/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,22,0.05,0.7,2
12/16/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,31,23,0,0,2
12/17/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,28,18,0,0,2
12/18/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,24,0,0,2
12/19/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,24,0,0,2
12/20/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,24,18,0.01,0.1,2
12/21/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,24,19,0,0,2
12/22/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,18,0,0,1
12/23/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,23,11,0,0,1
12/24/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,22,4,0.01,0.1,1
12/25/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,4,-6,0,0,1
12/26/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,1,-9,0,0,1
12/27/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,5,-8,0,0,1
12/28/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,11,3,0.09,1.3,1
12/29/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,4,-6,0.05,0.6,2
12/30/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,-6,-14,0,0,3
12/31/2017,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,-5,-16,0,0,3
1/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,1,-14,0,0,3
1/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,15,-10,0,0.1,3
1/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,11,-3,0,0,3
1/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,2,-5,0,0,3
1/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,3,-10,0,0,2
1/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,14,-11,0,0,2
1/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,12,0,0,2
1/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,37,24,0,0,2
1/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,26,0,0,2
1/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,33,0,0,1
1/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,37,0,0.21,2.4,0
1/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,3,-10,0,0,2
1/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,5,-13,0,0,2
1/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,17,-10,0.17,3.3,2
1/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,14,1,0,0,5
1/16/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,8,-2,0,0,4
1/17/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,-1,0,0,4
1/18/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,21,0,0,4
1/19/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,44,27,0,0,3
1/20/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,24,0,0,1
1/21/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,39,32,0,0,1
1/22/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,26,1.03,12.4,1
1/23/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,28,18,0,0,11
1/24/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,10,0,0,9
1/25/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,28,24,0.01,0.1,9
1/26/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,47,26,0,0,8
1/27/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,34,20,0,0,4
1/28/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,20,12,0,0,3
1/29/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,17,4,0,0,3
1/30/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,1,0,0,3
1/31/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,7,0.13,2.1,5
2/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,7,-4,0,0,5
2/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,12,-7,0,0,4
2/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,19,9,0.15,2.5,4
2/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,9,-6,0,0,6
2/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,14,-4,0,0,6
2/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,10,-6,0,0,5
2/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,15,0,0.02,0.6,5
2/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,17,4,0.01,0.1,5
2/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,11,1,0,0,5
2/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,14,-1,0,0,5
2/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,21,-2,0,0,5
2/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,13,-2,0,0,5
2/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,7,0,0,5
2/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,17,0,0,5
2/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,14,0,0,4
2/16/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,20,0,0,0,3
2/17/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,20,0.01,0,3
2/18/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,45,19,0,0,3
2/19/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,27,19,0.13,0.8,2
2/20/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,21,8,0.05,0.3,2
2/21/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,20,2,0,0,2
2/22/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,7,0.3,3.3,2
2/23/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,16,0.15,2.3,8
2/24/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,5,0.51,6,7
2/25/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,15,0,0,10
2/26/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,44,14,0,0,9
2/27/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,47,22,0,0,8
2/28/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,45,22,0,0,7
3/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,23,0,0,6
3/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,17,0,0,5
3/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,45,33,0,0,5
3/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,33,0.07,0,3
3/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,28,0.34,3.6,1
3/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,34,22,0.07,1.1,5
3/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,29,12,0,0,5
3/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,31,12,0,0,5
3/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,18,0,0,5
3/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,23,0,0,4
3/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,36,30,0.01,0.1,4
3/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,21,0,0,3
3/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,37,23,0,0,2
3/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,46,23,0,0,2
3/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,39,28,0,0,2
3/16/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,23,0,0,2
3/17/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,50,25,0,0,2
3/18/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,25,0,0,2
3/19/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,45,32,0,0,1
3/20/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,33,23,0.08,0.4,0
3/21/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,21,0,0,0
3/22/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,29,0,0,0
3/23/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,27,0,0,0
3/24/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,29,0,0,0
3/25/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,29,0,0,0
3/26/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,32,0.38,0.8,1
3/27/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,48,33,0,0,0
3/28/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,52,29,0,0,0
3/29/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,42,22,0,0,0
3/30/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,24,0.14,1.8,0
3/31/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,35,13,0.1,1,2
4/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,31,12,0,0,1
4/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,34,21,0.14,1.5,0
4/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,18,0.57,7.5,4
4/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,8,0,0,6
4/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,13,0,0,5
4/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,26,14,0,0,3
4/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,12,0,0,3
4/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,32,16,0.11,1.2,2
4/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,38,22,0,0.1,3
4/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,31,0,0,2
4/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,48,28,0.03,0,1
4/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,52,32,0,0,0
4/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,41,30,0.31,1.1,0
4/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,30,22,0.79,11.1,1
4/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,28,22,0.22,3.5,10
4/16/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,36,22,0,0.1,11
4/17/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,43,23,0,0,9
4/18/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,40,30,0,0,7
4/19/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,53,25,0,0,5
4/20/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,53,28,0,0,3
4/21/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,60,36,0,0,1
4/22/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,64,34,0,0,0
4/23/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,71,42,0,0,0
4/24/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,66,43,0,0,0
4/25/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,61,35,0,0,0
4/26/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,66,45,0,0,0
4/27/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,65,39,0,0,0
4/28/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,58,37,0,0,0
4/29/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,69,38,0,0,0
4/30/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,84,54,0.04,0,0
5/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,72,57,0.43,0,0
5/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,68,49,0.04,0,0
5/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,75,55,0,0,0
5/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,78,53,0,0,0
5/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,83,56,0.08,0,0
5/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,77,53,0,0,0
5/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,86,60,0,0,0
5/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,72,59,0.37,0,0
5/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,65,55,0.11,0,0
5/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,60,45,0,0,0
5/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,53,47,0,0,0
5/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,61,46,0.01,0,0
5/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,73,44,0,0,0
5/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,75,58,0.18,0,0
5/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,78,52,0,0,0
5/16/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,87,55,0,0,0
5/17/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,85,59,0,0,0
5/18/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,84,58,0.01,0,0
5/19/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,72,51,0.02,0,0
5/20/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,73,46,0,0,0
5/21/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,71,59,0,0,0
5/22/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,76,57,0,0,0
5/23/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,84,62,0,0,0
5/24/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,92,68,0.61,0,0
5/25/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,90,66,0.16,0,0
5/26/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,94,67,0,0,0
5/27/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,91,67,0,0,0
5/28/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,100,73,0.01,0,0
5/29/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,94,68,0.89,0,0
5/30/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,74,66,0.07,0,0
5/31/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,86,64,0,0,0
6/1/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,81,64,0,0,0
6/2/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,71,59,0.17,0,0
6/3/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,70,58,0,0,0
6/4/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,87,56,0,0,0
6/5/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,80,61,0,0,0
6/6/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,80,62,0.21,0,0
6/7/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,79,59,0,0,0
6/8/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,74,65,0.01,0,0
6/9/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,72,63,0.22,0,0
6/10/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,77,64,0,0,0
6/11/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,74,62,0.04,0,0
6/12/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,81,63,0,0,0
6/13/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,81,58,0.01,0,0
6/14/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,82,64,0,0,0
6/15/2018,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,55111,95,68,0,0,0
